MUNICIPIO;IDMUNICIPIO;GENERACION_TOTAL_KG;ANIO
GINEBRA;135;75.6;2015
GINEBRA;135;142.5;2016
GINEBRA;135;106.5;2017
GINEBRA;135;0.0;2018
GINEBRA;135;352.9;2019
GINEBRA;135;297.6;2020
GIRARDOT;136;1540.52;2015
GIRARDOT;136;1307.56;2016
GIRARDOT;136;967.52;2017
GIRARDOT;136;0.0;2018
GIRARDOT;136;1087.6;2019
GIRARDOT;136;652.1;2020
GIRARDOTA;137;934.07;2015
GIRARDOTA;137;1808.22;2016
GIRARDOTA;137;823.57;2017
GIRARDOTA;137;0.0;2018
GIRARDOTA;137;4310.7;2019
GIRARDOTA;137;2145.8;2020
GIRON;138;3284.26;2015
GIRON;138;5034.19;2016
GIRON;138;3612.91;2017
GIRON;138;0.0;2018
GIRON;138;1167.35;2019
GIRON;138;871.9;2020
GOMEZ PLATA;139;0.0;2015
GOMEZ PLATA;139;0.0;2016
GOMEZ PLATA;139;17.5;2017
GOMEZ PLATA;139;0.0;2018
GOMEZ PLATA;139;31.9;2019
GOMEZ PLATA;139;41.8;2020
GRANADA;140;0.0;2015
GRANADA;140;6.19;2016
GRANADA;140;0.0;2017
GRANADA;140;0.0;2018
GRANADA;140;30.35;2019
GRANADA;140;1.0;2020
GUACARI;141;100.0;2015
GUACARI;141;834.0;2016
GUACARI;141;72.62;2017
GUACARI;141;0.0;2018
GUACARI;141;92.06;2019
GUACARI;141;329.02;2020
GUACHENE;142;3607.4;2015
GUACHENE;142;1561.0;2016
GUACHENE;142;647.0;2017
GUACHENE;142;0.0;2018
GUACHENE;142;448.0;2019
GUACHENE;142;12.0;2020
GUADALAJARA DE BUGA;143;0.0;2015
GUADALAJARA DE BUGA;143;1989.93;2016
GUADALAJARA DE BUGA;143;761.42;2017
GUADALAJARA DE BUGA;143;0.0;2018
GUADALAJARA DE BUGA;143;3284.25;2019
GUADALAJARA DE BUGA;143;13190.08;2020
GUADALUPE;144;0.0;2015
GUADALUPE;144;0.0;2016
GUADALUPE;144;19.0;2017
GUADALUPE;144;0.0;2018
GUADALUPE;144;109.2;2019
GUADALUPE;144;22.2;2020
GUADUAS;145;22.0;2015
GUADUAS;145;6.0;2016
GUADUAS;145;51.0;2017
GUADUAS;145;0.0;2018
GUADUAS;145;11362.2;2019
GUADUAS;145;617.0;2020
GUAMO;146;0.0;2015
GUAMO;146;0.0;2016
GUAMO;146;14.0;2017
GUAMO;146;0.0;2018
GUAMO;146;0.0;2019
GUAMO;146;0.0;2020
GUARNE;147;2688.4;2015
GUARNE;147;25276.0;2016
GUARNE;147;96.29;2017
GUARNE;147;0.0;2018
GUARNE;147;31462.55;2019
GUARNE;147;21964.4;2020
GUASCA;148;156.95;2015
GUASCA;148;55.0;2016
GUASCA;148;0.0;2017
GUASCA;148;0.0;2018
GUASCA;148;0.0;2019
GUASCA;148;54.0;2020
GUATAVITA;149;5863.0;2015
GUATAVITA;149;0.0;2016
GUATAVITA;149;0.0;2017
GUATAVITA;149;0.0;2018
GUATAVITA;149;0.0;2019
GUATAVITA;149;0.0;2020
GUATEQUE;150;10.0;2015
GUATEQUE;150;259.6;2016
GUATEQUE;150;124.15;2017
GUATEQUE;150;0.0;2018
GUATEQUE;150;3.0;2019
GUATEQUE;150;55.0;2020
GUAYABETAL;151;0.0;2015
GUAYABETAL;151;0.0;2016
GUAYABETAL;151;0.0;2017
GUAYABETAL;151;0.0;2018
GUAYABETAL;151;0.0;2019
GUAYABETAL;151;4.7;2020
HERVEO;152;7.1;2015
HERVEO;152;0.0;2016
HERVEO;152;216.7;2017
HERVEO;152;0.0;2018
HERVEO;152;0.0;2019
HERVEO;152;0.0;2020
HONDA;153;0.0;2015
HONDA;153;0.0;2016
HONDA;153;50.91;2017
HONDA;153;0.0;2018
HONDA;153;0.0;2019
HONDA;153;16.5;2020
IBAGUE;154;1922.9;2015
IBAGUE;154;1895.0;2016
IBAGUE;154;5290.64;2017
IBAGUE;154;0.0;2018
IBAGUE;154;5029.54;2019
IBAGUE;154;5151.84;2020
INIRIDA;155;0.0;2015
INIRIDA;155;0.0;2016
INIRIDA;155;147.0;2017
INIRIDA;155;0.0;2018
INIRIDA;155;417.0;2019
INIRIDA;155;135.0;2020
IPIALES;156;3625.0;2015
IPIALES;156;5050.0;2016
IPIALES;156;1991.84;2017
IPIALES;156;0.0;2018
IPIALES;156;187.9;2019
IPIALES;156;13.2;2020
ITAGUI;157;20608.11;2015
ITAGUI;157;12984.69;2016
ITAGUI;157;10239.09;2017
ITAGUI;157;0.0;2018
ITAGUI;157;19443.61;2019
ITAGUI;157;24272.17;2020
JAMUNDI;158;115.0;2015
JAMUNDI;158;884.55;2016
JAMUNDI;158;429.0;2017
JAMUNDI;158;0.0;2018
JAMUNDI;158;412.0;2019
JAMUNDI;158;384.2;2020
JERICO;159;0.0;2015
JERICO;159;0.0;2016
JERICO;159;394.97;2017
JERICO;159;0.0;2018
JERICO;159;0.0;2019
JERICO;159;0.0;2020
LA APARTADA;160;0.0;2015
LA APARTADA;160;0.0;2016
LA APARTADA;160;16.97;2017
LA APARTADA;160;0.0;2018
LA APARTADA;160;129.0;2019
LA APARTADA;160;0.0;2020
LA ARGENTINA;161;0.0;2015
LA ARGENTINA;161;0.0;2016
LA ARGENTINA;161;0.0;2017
LA ARGENTINA;161;0.0;2018
LA ARGENTINA;161;1.0;2019
LA ARGENTINA;161;0.0;2020
LA CALERA;162;963.71;2015
LA CALERA;162;3266.0;2016
LA CALERA;162;1354.0;2017
LA CALERA;162;0.0;2018
LA CALERA;162;1989.5;2019
LA CALERA;162;1515.5;2020
LA CAPILLA;163;0.0;2015
LA CAPILLA;163;0.0;2016
LA CAPILLA;163;0.0;2017
LA CAPILLA;163;0.0;2018
LA CAPILLA;163;13.5;2019
LA CAPILLA;163;7.0;2020
LA CEJA;164;126.0;2015
LA CEJA;164;138.0;2016
LA CEJA;164;0.0;2017
LA CEJA;164;0.0;2018
LA CEJA;164;392.6;2019
LA CEJA;164;538.6;2020
LA CUMBRE;165;0.0;2015
LA CUMBRE;165;0.0;2016
LA CUMBRE;165;100.0;2017
LA CUMBRE;165;0.0;2018
LA CUMBRE;165;0.0;2019
LA CUMBRE;165;0.0;2020
LA DORADA;166;96.0;2015
LA DORADA;166;53.0;2016
LA DORADA;166;408.0;2017
LA DORADA;166;0.0;2018
LA DORADA;166;45.0;2019
LA DORADA;166;7.55;2020
LA ESTRELLA;167;1018.0;2015
LA ESTRELLA;167;3112.22;2016
LA ESTRELLA;167;4010.47;2017
LA ESTRELLA;167;0.0;2018
LA ESTRELLA;167;3294.61;2019
LA ESTRELLA;167;1514.0;2020
LA GLORIA;168;23.0;2015
LA GLORIA;168;42.0;2016
LA GLORIA;168;143.0;2017
LA GLORIA;168;0.0;2018
LA GLORIA;168;208.0;2019
LA GLORIA;168;399.0;2020
LA JAGUA DE IBIRICO;169;0.0;2015
LA JAGUA DE IBIRICO;169;0.0;2016
LA JAGUA DE IBIRICO;169;5.0;2017
LA JAGUA DE IBIRICO;169;0.0;2018
LA JAGUA DE IBIRICO;169;0.0;2019
LA JAGUA DE IBIRICO;169;8.7;2020
LA MESA;170;3.99;2015
LA MESA;170;2.0;2016
LA MESA;170;0.37;2017
LA MESA;170;0.0;2018
LA MESA;170;3.14;2019
LA MESA;170;1.12;2020
LA PINTADA;171;10.0;2015
LA PINTADA;171;9.6;2016
LA PINTADA;171;0.0;2017
LA PINTADA;171;0.0;2018
LA PINTADA;171;0.0;2019
LA PINTADA;171;0.0;2020
LA PLATA;172;0.0;2015
LA PLATA;172;5.0;2016
LA PLATA;172;39.1;2017
LA PLATA;172;0.0;2018
LA PLATA;172;590.0;2019
LA PLATA;172;281.0;2020
LA TEBAIDA;173;0.0;2015
LA TEBAIDA;173;0.0;2016
LA TEBAIDA;173;0.0;2017
LA TEBAIDA;173;0.0;2018
LA TEBAIDA;173;25.48;2019
LA TEBAIDA;173;148.0;2020
LA UNION;174;90.01;2015
LA UNION;174;108.77;2016
LA UNION;174;81.57;2017
LA UNION;174;0.0;2018
LA UNION;174;50.0;2019
LA UNION;174;52.2;2020
LA VICTORIA;175;0.0;2015
LA VICTORIA;175;0.0;2016
LA VICTORIA;175;16.97;2017
LA VICTORIA;175;0.0;2018
LA VICTORIA;175;0.0;2019
LA VICTORIA;175;0.0;2020
LA VIRGINIA;176;10.0;2015
LA VIRGINIA;176;10.0;2016
LA VIRGINIA;176;105.41;2017
LA VIRGINIA;176;0.0;2018
LA VIRGINIA;176;41.6;2019
LA VIRGINIA;176;4.0;2020
LEBRIJA;177;19.8;2015
LEBRIJA;177;3.0;2016
LEBRIJA;177;0.0;2017
LEBRIJA;177;0.0;2018
LEBRIJA;177;4.0;2019
LEBRIJA;177;123.0;2020
LENGUAZAQUE;178;0.0;2015
LENGUAZAQUE;178;925.0;2016
LENGUAZAQUE;178;230.0;2017
LENGUAZAQUE;178;0.0;2018
LENGUAZAQUE;178;3.0;2019
LENGUAZAQUE;178;0.0;2020
LERIDA;179;0.0;2015
LERIDA;179;0.0;2016
LERIDA;179;1.5;2017
LERIDA;179;0.0;2018
LERIDA;179;0.0;2019
LERIDA;179;0.0;2020
LETICIA;180;470.0;2015
LETICIA;180;0.0;2016
LETICIA;180;64.99;2017
LETICIA;180;0.0;2018
LETICIA;180;51.1;2019
LETICIA;180;0.0;2020
LIBANO;181;0.0;2015
LIBANO;181;0.0;2016
LIBANO;181;16.97;2017
LIBANO;181;0.0;2018
LIBANO;181;0.0;2019
LIBANO;181;0.0;2020
LORICA;182;0.0;2015
LORICA;182;0.0;2016
LORICA;182;16.97;2017
LORICA;182;0.0;2018
LORICA;182;0.0;2019
LORICA;182;0.0;2020
LOS PATIOS;183;0.0;2015
LOS PATIOS;183;0.0;2016
LOS PATIOS;183;80.9;2017
LOS PATIOS;183;0.0;2018
LOS PATIOS;183;0.0;2019
LOS PATIOS;183;0.0;2020
LURUACO;184;0.0;2015
LURUACO;184;0.0;2016
LURUACO;184;16.97;2017
LURUACO;184;0.0;2018
LURUACO;184;0.0;2019
LURUACO;184;0.0;2020
MACANAL;185;0.0;2015
MACANAL;185;17.0;2016
MACANAL;185;0.0;2017
MACANAL;185;0.0;2018
MACANAL;185;0.0;2019
MACANAL;185;0.0;2020
MACEO;186;0.0;2015
MACEO;186;0.0;2016
MACEO;186;16.97;2017
MACEO;186;0.0;2018
MACEO;186;0.0;2019
MACEO;186;0.0;2020
MADRID;187;54970.0;2015
MADRID;187;1130.06;2016
MADRID;187;2575.77;2017
MADRID;187;0.0;2018
MADRID;187;9028.6;2019
MADRID;187;655.6;2020
MAGANGUE;188;0.0;2015
MAGANGUE;188;0.0;2016
MAGANGUE;188;50.91;2017
MAGANGUE;188;0.0;2018
MAGANGUE;188;0.0;2019
MAGANGUE;188;0.0;2020
MAHATES;189;34.0;2015
MAHATES;189;0.0;2016
MAHATES;189;0.0;2017
MAHATES;189;0.0;2018
MAHATES;189;0.0;2019
MAHATES;189;0.0;2020
MAICAO;190;0.0;2015
MAICAO;190;0.0;2016
MAICAO;190;0.0;2017
MAICAO;190;0.0;2018
MAICAO;190;0.0;2019
MAICAO;190;70.0;2020
MALAGA;191;0.0;2015
MALAGA;191;0.0;2016
MALAGA;191;0.0;2017
MALAGA;191;0.0;2018
MALAGA;191;31.2;2019
MALAGA;191;0.0;2020
MALAMBO;192;1413.07;2015
MALAMBO;192;4844.9;2016
MALAMBO;192;2065.93;2017
MALAMBO;192;0.0;2018
MALAMBO;192;8899.96;2019
MALAMBO;192;4379.4;2020
MANAURE;193;0.0;2015
MANAURE;193;0.0;2016
MANAURE;193;0.0;2017
MANAURE;193;0.0;2018
MANAURE;193;0.0;2019
MANAURE;193;490.0;2020
MANI;194;0.0;2015
MANI;194;41.0;2016
MANI;194;16.97;2017
MANI;194;0.0;2018
MANI;194;19.11;2019
MANI;194;11.5;2020
MANIZALES;195;10853.31;2015
MANIZALES;195;10207.93;2016
MANIZALES;195;7277.97;2017
MANIZALES;195;0.0;2018
MANIZALES;195;22684.86;2019
MANIZALES;195;30177.65;2020
MANZANARES;196;0.0;2015
MANZANARES;196;205.0;2016
MANZANARES;196;0.0;2017
MANZANARES;196;0.0;2018
MANZANARES;196;0.0;2019
MANZANARES;196;0.0;2020
MARIA LA BAJA;197;0.0;2015
MARIA LA BAJA;197;0.0;2016
MARIA LA BAJA;197;16.97;2017
MARIA LA BAJA;197;0.0;2018
MARIA LA BAJA;197;69.0;2019
MARIA LA BAJA;197;0.0;2020
MARINILLA;198;350.0;2015
MARINILLA;198;183.0;2016
MARINILLA;198;0.0;2017
MARINILLA;198;0.0;2018
MARINILLA;198;348.0;2019
MARINILLA;198;2091.0;2020
MARIQUITA;199;452.8;2015
MARIQUITA;199;0.0;2016
MARIQUITA;199;0.0;2017
MARIQUITA;199;0.0;2018
MARIQUITA;199;0.0;2019
MARIQUITA;199;0.0;2020
MARSELLA;200;0.0;2015
MARSELLA;200;11.5;2016
MARSELLA;200;0.0;2017
MARSELLA;200;0.0;2018
MARSELLA;200;4.5;2019
MARSELLA;200;0.0;2020
MEDELLIN;201;33471.77;2015
MEDELLIN;201;40018.88;2016
MEDELLIN;201;41584.36;2017
MEDELLIN;201;0.0;2018
MEDELLIN;201;99552.5;2019
MEDELLIN;201;141710.27;2020
MELGAR;202;0.0;2015
MELGAR;202;0.0;2016
MELGAR;202;6.92;2017
MELGAR;202;0.0;2018
MELGAR;202;53.2;2019
MELGAR;202;1.54;2020
MIRAFLORES;203;0.0;2015
MIRAFLORES;203;3.7;2016
MIRAFLORES;203;0.0;2017
MIRAFLORES;203;0.0;2018
MIRAFLORES;203;0.0;2019
MIRAFLORES;203;0.0;2020
MIRANDA;204;683.5;2015
MIRANDA;204;957.1;2016
MIRANDA;204;682.0;2017
MIRANDA;204;0.0;2018
MIRANDA;204;0.0;2019
MIRANDA;204;90.0;2020
MITU;205;0.0;2015
MITU;205;0.0;2016
MITU;205;30.0;2017
MITU;205;0.0;2018
MITU;205;0.0;2019
MITU;205;76.25;2020
MOCOA;206;0.0;2015
MOCOA;206;104.0;2016
MOCOA;206;695.0;2017
MOCOA;206;0.0;2018
MOCOA;206;840.75;2019
MOCOA;206;60.0;2020
MONTECRISTO;207;0.0;2015
MONTECRISTO;207;0.0;2016
MONTECRISTO;207;16.97;2017
MONTECRISTO;207;0.0;2018
MONTECRISTO;207;0.0;2019
MONTECRISTO;207;0.0;2020
MONTELIBANO;208;925.6;2015
MONTELIBANO;208;1168.9;2016
MONTELIBANO;208;1082.57;2017
MONTELIBANO;208;0.0;2018
MONTELIBANO;208;742.0;2019
MONTELIBANO;208;146.85;2020
MONTENEGRO;209;0.0;2015
MONTENEGRO;209;2.0;2016
MONTENEGRO;209;0.0;2017
MONTENEGRO;209;0.0;2018
MONTENEGRO;209;0.0;2019
MONTENEGRO;209;64.0;2020
MONTERIA;210;764.6;2015
MONTERIA;210;739.4;2016
MONTERIA;210;3901.06;2017
MONTERIA;210;0.0;2018
MONTERIA;210;1246.6;2019
MONTERIA;210;10913.35;2020
MONTERREY;211;0.0;2015
MONTERREY;211;0.0;2016
MONTERREY;211;16.97;2017
MONTERREY;211;0.0;2018
MONTERREY;211;114.0;2019
MONTERREY;211;10.0;2020
MOSQUERA;212;2418.43;2015
MOSQUERA;212;3582.76;2016
MOSQUERA;212;7624.6;2017
MOSQUERA;212;0.0;2018
MOSQUERA;212;6723.95;2019
MOSQUERA;212;6463.0;2020
MUZO;213;0.0;2015
MUZO;213;0.0;2016
MUZO;213;75.0;2017
MUZO;213;0.0;2018
MUZO;213;0.0;2019
MUZO;213;15.0;2020
NECHI;214;0.0;2015
NECHI;214;0.0;2016
NECHI;214;16.97;2017
NECHI;214;0.0;2018
NECHI;214;0.0;2019
NECHI;214;0.0;2020
NEIRA;215;0.0;2015
NEIRA;215;0.0;2016
NEIRA;215;280.0;2017
NEIRA;215;0.0;2018
NEIRA;215;0.0;2019
NEIRA;215;0.0;2020
NEIVA;216;469.5;2015
NEIVA;216;851.0;2016
NEIVA;216;3432.76;2017
NEIVA;216;0.0;2018
NEIVA;216;40363.9;2019
NEIVA;216;15796.13;2020
NEMOCON;217;0.0;2015
NEMOCON;217;19.5;2016
NEMOCON;217;135.0;2017
NEMOCON;217;0.0;2018
NEMOCON;217;0.0;2019
NEMOCON;217;29.3;2020
NILO;218;0.0;2015
NILO;218;340.35;2016
NILO;218;255.47;2017
NILO;218;0.0;2018
NILO;218;151.65;2019
NILO;218;13.0;2020
NOBSA;219;2878.0;2015
NOBSA;219;2035.0;2016
NOBSA;219;7905.0;2017
NOBSA;219;0.0;2018
NOBSA;219;5525.7;2019
NOBSA;219;11566.3;2020
NORCASIA;220;249.5;2015
NORCASIA;220;442.5;2016
NORCASIA;220;1259.5;2017
NORCASIA;220;0.0;2018
NORCASIA;220;908.4;2019
NORCASIA;220;0.0;2020
OBANDO;221;0.0;2015
OBANDO;221;0.0;2016
OBANDO;221;16.97;2017
OBANDO;221;0.0;2018
OBANDO;221;0.0;2019
OBANDO;221;0.0;2020
OCANA;222;6.0;2015
OCANA;222;14.0;2016
OCANA;222;2.3;2017
OCANA;222;0.0;2018
OCANA;222;3520.0;2019
OCANA;222;3141.0;2020
ORITO;223;9.0;2015
ORITO;223;0.0;2016
ORITO;223;30.0;2017
ORITO;223;0.0;2018
ORITO;223;44.0;2019
ORITO;223;179.2;2020
OROCUE;224;0.0;2015
OROCUE;224;26.0;2016
OROCUE;224;514.2;2017
OROCUE;224;0.0;2018
OROCUE;224;278.0;2019
OROCUE;224;0.0;2020
OVEJAS;225;0.0;2015
OVEJAS;225;0.0;2016
OVEJAS;225;0.0;2017
OVEJAS;225;0.0;2018
OVEJAS;225;3.0;2019
OVEJAS;225;0.0;2020
PACHO;226;10.0;2015
PACHO;226;0.0;2016
PACHO;226;0.0;2017
PACHO;226;0.0;2018
PACHO;226;0.0;2019
PACHO;226;0.0;2020
PAIPA;227;1105.0;2015
PAIPA;227;3154.0;2016
PAIPA;227;856.2;2017
PAIPA;227;0.0;2018
PAIPA;227;2006.62;2019
PAIPA;227;137.5;2020
PALERMO;228;0.0;2015
PALERMO;228;0.0;2016
PALERMO;228;16.97;2017
PALERMO;228;0.0;2018
PALERMO;228;93.0;2019
PALERMO;228;293.0;2020
PALMIRA;229;2183.8;2015
PALMIRA;229;6552.15;2016
PALMIRA;229;7818.64;2017
PALMIRA;229;0.0;2018
PALMIRA;229;4052.86;2019
PALMIRA;229;7734.22;2020
PAMPLONA;230;0.0;2015
PAMPLONA;230;0.0;2016
PAMPLONA;230;3.5;2017
PAMPLONA;230;0.0;2018
PAMPLONA;230;78.0;2019
PAMPLONA;230;112.0;2020
PASCA;231;1.1;2015
PASCA;231;1.4;2016
PASCA;231;1.4;2017
PASCA;231;0.0;2018
PASCA;231;0.9;2019
PASCA;231;1.8;2020
PASTO;232;16434.66;2015
PASTO;232;17229.0;2016
PASTO;232;9840.7;2017
PASTO;232;0.0;2018
PASTO;232;5017.97;2019
PASTO;232;43866.0;2020
PATIA;233;0.0;2015
PATIA;233;0.0;2016
PATIA;233;0.0;2017
PATIA;233;0.0;2018
PATIA;233;3.9;2019
PATIA;233;0.0;2020
PAZ DE ARIPORO;234;39.0;2015
PAZ DE ARIPORO;234;37.0;2016
PAZ DE ARIPORO;234;54.97;2017
PAZ DE ARIPORO;234;0.0;2018
PAZ DE ARIPORO;234;26.0;2019
PAZ DE ARIPORO;234;0.0;2020
PAZ DE RIO;235;0.0;2015
PAZ DE RIO;235;0.0;2016
PAZ DE RIO;235;16.5;2017
PAZ DE RIO;235;0.0;2018
PAZ DE RIO;235;43.8;2019
PAZ DE RIO;235;27.5;2020
PEREIRA;236;11577.11;2015
PEREIRA;236;97940.22;2016
PEREIRA;236;12522.51;2017
PEREIRA;236;0.0;2018
PEREIRA;236;71414.3;2019
PEREIRA;236;62936.81;2020
PESCA;237;0.0;2015
PESCA;237;0.0;2016
PESCA;237;0.6;2017
PESCA;237;0.0;2018
PESCA;237;99.25;2019
PESCA;237;230.0;2020
PIAMONTE;238;0.0;2015
PIAMONTE;238;0.0;2016
PIAMONTE;238;0.0;2017
PIAMONTE;238;0.0;2018
PIAMONTE;238;319.0;2019
PIAMONTE;238;0.0;2020
PIEDECUESTA;239;0.0;2015
PIEDECUESTA;239;105.12;2016
PIEDECUESTA;239;148.32;2017
PIEDECUESTA;239;0.0;2018
PIEDECUESTA;239;102.4;2019
PIEDECUESTA;239;0.0;2020
PIEDRAS;240;426.0;2015
PIEDRAS;240;0.0;2016
PIEDRAS;240;6.0;2017
PIEDRAS;240;0.0;2018
PIEDRAS;240;0.0;2019
PIEDRAS;240;4.0;2020
PIENDAMO - TUNIA;241;0.0;2015
PIENDAMO - TUNIA;241;0.0;2016
PIENDAMO - TUNIA;241;0.09;2017
PIENDAMO - TUNIA;241;0.0;2018
PIENDAMO - TUNIA;241;0.0;2019
PIENDAMO - TUNIA;241;0.0;2020
PITALITO;242;0.0;2015
PITALITO;242;60.0;2016
PITALITO;242;62.5;2017
PITALITO;242;0.0;2018
PITALITO;242;1424.82;2019
PITALITO;242;340.21;2020
PLANETA RICA;243;0.0;2015
PLANETA RICA;243;0.0;2016
PLANETA RICA;243;33.94;2017
PLANETA RICA;243;0.0;2018
PLANETA RICA;243;340.0;2019
PLANETA RICA;243;67.25;2020
PLATO;244;0.0;2015
PLATO;244;13.0;2016
PLATO;244;0.0;2017
PLATO;244;0.0;2018
PLATO;244;0.0;2019
PLATO;244;0.0;2020
POPAYAN;245;444.8;2015
POPAYAN;245;1501.6;2016
POPAYAN;245;1000.5;2017
POPAYAN;245;0.0;2018
POPAYAN;245;761.35;2019
POPAYAN;245;1922.8;2020
PORE;246;0.0;2015
PORE;246;0.0;2016
PORE;246;16.97;2017
PORE;246;0.0;2018
PORE;246;0.0;2019
PORE;246;0.0;2020
POTOSI;247;0.0;2015
POTOSI;247;0.0;2016
POTOSI;247;0.0;2017
POTOSI;247;0.0;2018
POTOSI;247;7.6;2019
POTOSI;247;0.0;2020
PRADERA;248;0.0;2015
PRADERA;248;0.0;2016
PRADERA;248;0.0;2017
PRADERA;248;0.0;2018
PRADERA;248;11.0;2019
PRADERA;248;9.0;2020
PRADO;249;0.0;2015
PRADO;249;34.0;2016
PRADO;249;0.0;2017
PRADO;249;0.0;2018
PRADO;249;0.0;2019
PRADO;249;0.0;2020
PUEBLO NUEVO;250;0.0;2015
PUEBLO NUEVO;250;0.0;2016
PUEBLO NUEVO;250;16.97;2017
PUEBLO NUEVO;250;0.0;2018
PUEBLO NUEVO;250;0.0;2019
PUEBLO NUEVO;250;0.0;2020
PUERRES;251;1.0;2015
PUERRES;251;0.0;2016
PUERRES;251;0.0;2017
PUERRES;251;0.0;2018
PUERRES;251;1559.0;2019
PUERRES;251;0.0;2020
PUERTO ASIS;252;0.0;2015
PUERTO ASIS;252;1541.0;2016
PUERTO ASIS;252;351.0;2017
PUERTO ASIS;252;0.0;2018
PUERTO ASIS;252;210.0;2019
PUERTO ASIS;252;386.0;2020
PUERTO BERRIO;253;0.0;2015
PUERTO BERRIO;253;756.8;2016
PUERTO BERRIO;253;254.5;2017
PUERTO BERRIO;253;0.0;2018
PUERTO BERRIO;253;946.1;2019
PUERTO BERRIO;253;541.1;2020
PUERTO BOYACA;254;628.0;2015
PUERTO BOYACA;254;8.7;2016
PUERTO BOYACA;254;30.0;2017
PUERTO BOYACA;254;0.0;2018
PUERTO BOYACA;254;1073.0;2019
PUERTO BOYACA;254;1555.4;2020
PUERTO CARRENO;255;0.0;2015
PUERTO CARRENO;255;0.0;2016
PUERTO CARRENO;255;0.0;2017
PUERTO CARRENO;255;0.0;2018
PUERTO CARRENO;255;0.0;2019
PUERTO CARRENO;255;23.0;2020
PUERTO COLOMBIA;256;516.7;2015
PUERTO COLOMBIA;256;749.0;2016
PUERTO COLOMBIA;256;0.0;2017
PUERTO COLOMBIA;256;0.0;2018
PUERTO COLOMBIA;256;192.0;2019
PUERTO COLOMBIA;256;342.2;2020
PUERTO GAITAN;257;5336.5;2015
PUERTO GAITAN;257;463.0;2016
PUERTO GAITAN;257;464.97;2017
PUERTO GAITAN;257;0.0;2018
PUERTO GAITAN;257;3456.7;2019
PUERTO GAITAN;257;1385.5;2020
PUERTO LIBERTADOR;258;0.0;2015
PUERTO LIBERTADOR;258;0.0;2016
PUERTO LIBERTADOR;258;764.97;2017
PUERTO LIBERTADOR;258;0.0;2018
PUERTO LIBERTADOR;258;0.0;2019
PUERTO LIBERTADOR;258;0.0;2020
PUERTO LOPEZ;259;3.0;2015
PUERTO LOPEZ;259;0.0;2016
PUERTO LOPEZ;259;230.44;2017
PUERTO LOPEZ;259;0.0;2018
PUERTO LOPEZ;259;1090.0;2019
PUERTO LOPEZ;259;971.0;2020
PUERTO NARE;260;0.0;2015
PUERTO NARE;260;24.1;2016
PUERTO NARE;260;137.6;2017
PUERTO NARE;260;0.0;2018
PUERTO NARE;260;46.9;2019
PUERTO NARE;260;0.0;2020
PUERTO RICO;261;0.0;2015
PUERTO RICO;261;0.0;2016
PUERTO RICO;261;0.0;2017
PUERTO RICO;261;0.0;2018
PUERTO RICO;261;34.0;2019
PUERTO RICO;261;0.0;2020
PUERTO SALGAR;262;0.0;2015
PUERTO SALGAR;262;333.0;2016
PUERTO SALGAR;262;469.0;2017
PUERTO SALGAR;262;0.0;2018
PUERTO SALGAR;262;0.0;2019
PUERTO SALGAR;262;0.0;2020
PUERTO TEJADA;263;898.0;2015
PUERTO TEJADA;263;396.0;2016
PUERTO TEJADA;263;19.5;2017
PUERTO TEJADA;263;0.0;2018
PUERTO TEJADA;263;261.0;2019
PUERTO TEJADA;263;1696.7;2020
PUERTO TRIUNFO;264;0.0;2015
PUERTO TRIUNFO;264;0.0;2016
PUERTO TRIUNFO;264;0.0;2017
PUERTO TRIUNFO;264;0.0;2018
PUERTO TRIUNFO;264;38.52;2019
PUERTO TRIUNFO;264;12.0;2020
PUERTO WILCHES;265;0.0;2015
PUERTO WILCHES;265;0.0;2016
PUERTO WILCHES;265;0.0;2017
PUERTO WILCHES;265;0.0;2018
PUERTO WILCHES;265;204.0;2019
PUERTO WILCHES;265;266.0;2020
PURIFICACION;266;0.0;2015
PURIFICACION;266;1148.0;2016
PURIFICACION;266;143.0;2017
PURIFICACION;266;0.0;2018
PURIFICACION;266;0.0;2019
PURIFICACION;266;0.0;2020
PURISIMA DE LA CONCEPCION;267;0.0;2015
PURISIMA DE LA CONCEPCION;267;0.0;2016
PURISIMA DE LA CONCEPCION;267;16.97;2017
PURISIMA DE LA CONCEPCION;267;0.0;2018
PURISIMA DE LA CONCEPCION;267;0.0;2019
PURISIMA DE LA CONCEPCION;267;0.0;2020
QUIBDO;268;14.0;2015
QUIBDO;268;490.0;2016
QUIBDO;268;0.0;2017
QUIBDO;268;0.0;2018
QUIBDO;268;60.4;2019
QUIBDO;268;633.1;2020
QUIMBAYA;269;0.0;2015
QUIMBAYA;269;0.0;2016
QUIMBAYA;269;555.0;2017
QUIMBAYA;269;0.0;2018
QUIMBAYA;269;0.0;2019
QUIMBAYA;269;3.0;2020
QUINCHIA;270;0.0;2015
QUINCHIA;270;0.0;2016
QUINCHIA;270;888.27;2017
QUINCHIA;270;0.0;2018
QUINCHIA;270;0.0;2019
QUINCHIA;270;0.0;2020
RAQUIRA;271;1.0;2015
RAQUIRA;271;0.0;2016
RAQUIRA;271;0.0;2017
RAQUIRA;271;0.0;2018
RAQUIRA;271;0.0;2019
RAQUIRA;271;13.0;2020
REPELON;272;0.0;2015
REPELON;272;0.0;2016
REPELON;272;16.97;2017
REPELON;272;0.0;2018
REPELON;272;0.0;2019
REPELON;272;0.0;2020
